rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_orbtper,pl_orblper,pl_rvamp,pl_eqt,pl_insol,pl_massj,pl_msinij,pl_masse,pl_msinie,pl_bmasse,pl_rade,pl_rads,pl_trandep,pl_trandur,pl_tranmid,pl_tsystemref,pl_imppar,pl_occdep,pl_ratdor,pl_ratror,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,gaia_plx,gaia_dist,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_radv,st_sp,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age,st_vsini,st_acts,st_actr,st_actlx,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_vj,st_bj,st_rc,st_ic,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_irac1,st_irac2,st_irac3,st_irac4,st_mips1,st_mips2,st_mips3,st_iras1,st_iras2,st_iras3,st_iras4,st_photn,st_umbj,st_bmvj,st_vjmic,st_vjmrc,st_jmh2,st_hmk2,st_jmk2,st_bmy,st_m1,st_c1,st_colorn
353,HD 130322,b,HD 130322 b,Radial Velocity,1,10.70871000,0.092500,0.029000,,1.15000,Msini,,,0,0,0,0,14h47m32.73s,221.886368,-00d16m53.3s,-0.281476,31.91,8.031,V (Johnson),7.834,5387.00,0.92,0.85,2015-02-19,0,1,0,0,0,0,2.90000e+00,2453996.400000,193.0000,112.500,,,,1.15000,,365.49000,365.49000,,,,,,,,,,,<a refstr=HINKEL_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...803....8H target=ref>Hinkel et al. 2015</a>,1999,<a refstr=UDRY_ET_AL__2000 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2000A&A...356..590U target=ref> Udry et al. 2000 </a>,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,3,0,64,27,http://exoplanet.eu/catalog/hd_130322_b/,http://exoplanets.org/detail/HD_130322_b,2000-04,HD 130322,HIP 72339,14.79242452,353.214842,50.891193,219.537647,15.133419,31.34,31.34,31.91,-130.800,-140.400,191.900,-130.800,-140.400,191.900,-12.60,5.00,K0 V,4.52,,,,,,0.5000,0.230,-4.780,,,5,0,1,4,0,3,0,,8.031,8.827,,,6.712,6.315,6.234,6.219,6.128,6.231,6.117,,,,,,,,,,,,13,,0.796,,,0.397,0.081,0.478,0.475,0.305,0.316,8
354,HD 131496,b,HD 131496 b,Radial Velocity,1,883.00000000,2.110000,0.160000,,2.24000,Msini,,,0,0,0,0,14h53m23.03s,223.345947,+18d14m07.4s,18.235401,132.34,7.960,V (Johnson),7.521,4886.00,1.62,5.54,2018-09-06,0,1,0,0,0,0,1.59000e+01,,,35.000,,,,2.24000,,711.93920,711.93920,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2011,<a refstr=JOHNSON_ET_AL__2011 href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,33,15,http://exoplanet.eu/catalog/hd_131496_b/,http://exoplanets.org/detail/HD_131496_b,2011-12,HD 131496,HIP 72845,14.88972982,21.811605,60.588702,214.441108,33.121958,7.56,7.56,132.34,43.700,-34.100,55.400,43.700,-34.100,55.400,1.36,5.00,K0,3.16,,,0.120,[Fe/H],,0.4800,,,,,1,0,1,0,0,3,1,,7.960,8.829,,,6.032,5.546,5.437,5.464,5.319,5.416,5.355,,,,,,,,4.856e+00,3.575e+00,1.184e+00,-1.074e+00,18,,1.040,,,0.486,0.109,0.595,,,,6
355,HD 131664,b,HD 131664 b,Radial Velocity,1,1951.00000000,3.170000,0.640000,,19.12000,Msini,,,0,0,0,0,15h00m06.08s,225.025314,-73d32m07.2s,-73.535339,52.89,8.128,V (Johnson),7.966,5892.00,1.19,1.08,2018-09-06,0,1,0,0,0,0,5.99000e+01,,,359.500,,,,19.12000,,6076.90960,6076.90960,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2008,<a refstr=MOUTOU_ET_AL__2009 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...496..513M target=ref> Moutou et al. 2009 </a>,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,3,0,26,14,http://exoplanet.eu/catalog/hd_131664_b/,http://exoplanets.org/detail/HD_131664_b,2009-03,HD 131664,HIP 73408,15.00168762,311.837849,-12.929855,250.491324,-53.140259,18.91,18.91,52.89,8.000,24.700,25.900,8.000,24.700,25.900,34.70,4.30,G3 V,4.45,,,0.300,[Fe/H],,3.0000,,,,,2,0,1,1,0,3,0,,8.128,8.818,,,6.973,6.727,6.647,6.610,6.611,6.633,6.579,,,,,,,,,,,,13,,0.690,,,0.246,0.080,0.326,0.418,0.218,0.405,8
356,HD 13189,b,HD 13189 b,Radial Velocity,1,471.60001000,1.250000,0.270000,,10.95000,Msini,,,0,0,0,0,02h09m40.17s,32.417381,+32d18m59.2s,32.316437,504.71,7.556,V (Johnson),7.017,4175.00,2.24,38.41,2018-09-06,0,1,0,0,0,0,2.48000e+00,,,173.300,,,,10.95000,,3480.23850,3480.23850,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2005,<a refstr=HATZES_ET_AL__2005 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005A&A...437..743H target=ref> Hatzes et al. 2005 </a>,Ground,Thueringer Landessternwarte Tautenburg,2.0 m Alfred Jensch Telescope,Coude Echelle Spectrograph,3,0,23,14,http://exoplanet.eu/catalog/hd_13189_b/,http://exoplanets.org/detail/HD_13189_b,2005-07,HD 13189,HIP 10085,2.16115875,141.567826,-27.708512,41.370910,18.075437,1.98,1.98,504.71,2.500,4.900,5.500,2.500,4.900,5.500,26.00,5.20,K2,1.62,,,-0.370,[Fe/H],,,,,,,1,0,1,0,0,3,0,,7.556,9.039,,,5.190,4.323,3.997,3.939,3.753,3.921,3.865,,,,,,,,3.431e+00,3.231e+00,1.184e+00,-9.160e-01,17,,1.483,,,0.867,0.326,1.193,,,,5
357,HD 132406,b,HD 132406 b,Radial Velocity,1,974.00000000,1.980000,0.340000,,5.38000,Msini,,,0,0,0,0,14h56m54.65s,224.227707,+53d22m55.8s,53.382168,70.93,8.467,V (Johnson),8.281,5783.00,1.03,1.34,2018-09-06,0,1,0,0,0,0,2.79000e+01,,,115.000,,,,5.38000,,1709.92540,1709.92540,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2007,<a refstr=DA_SILVA_ET_AL__2007 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007A&A...473..323D target=ref> da Silva et al. 2007 </a>,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3,0,25,13,http://exoplanet.eu/catalog/hd_132406_b/,http://exoplanets.org/detail/HD_132406_b,2007-10,HD 132406,HIP 73146,14.94851379,90.149308,55.010121,188.312404,64.408255,14.10,14.10,70.93,-14.000,-280.400,280.700,-14.000,-280.400,280.700,-37.80,4.00,G0,4.20,,,0.140,[Fe/H],,,,,,,3,0,1,2,0,3,0,,8.467,9.098,,,7.250,6.985,6.870,6.844,6.868,6.871,6.773,,,,,,,,,,,,13,,0.631,,,0.265,0.115,0.380,,,,5
358,HD 132563,b,HD 132563 b,Radial Velocity,1,1544.00000000,2.620000,0.220000,,1.49000,Msini,,,0,0,0,0,14h58m21.52s,224.589661,+44d02m35.3s,44.043148,105.47,8.928,V (Johnson),8.858,6073.00,1.08,1.09,2014-05-14,0,1,0,0,0,0,2.48000e+01,2452593.000000,158.0000,,,,,1.49000,,473.54700,473.54700,,,,,,,,,,,<a refstr=DESIDERA_ET_AL__2011 href=http://adsabs.harvard.edu/abs/2011A%26A...533A..90D target=ref> Desidera et al. 2011 </a>,2011,<a refstr=DESIDERA_ET_AL__2011 href=http://adsabs.harvard.edu/abs/2011A%26A...533A..90D target=ref> Desidera et al. 2011 </a>,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,SARG Spectrograph,3,0,15,13,http://exoplanet.eu/catalog/hd_132563_b_b/,http://exoplanets.org/detail/HD_132563_B_b,2011-09,HD 132563,HIP 73261 A,14.97264404,74.894377,59.442534,200.013090,56.988627,9.48,9.48,105.47,-63.100,-67.500,92.400,-63.100,-67.500,92.400,,3.80,F8,4.42,,,-0.060,[Fe/H],2.310,,,,,,2,0,1,1,0,3,0,,8.928,9.469,,,8.003,7.747,7.431,6.998,7.134,7.147,7.159,,,,,,,,,,,,13,,0.541,,,0.256,0.316,0.572,,,,5
359,HD 133131 A,b,HD 133131 A b,Radial Velocity,2,649.00000000,1.440000,0.330000,,1.42000,Msini,,,0,0,0,1,15h03m35.45s,225.897705,-27d50m33.3s,-27.842573,47.00,8.400,V (Johnson),8.275,5799.00,0.95,,2016-09-08,0,1,0,0,0,0,3.06000e+01,2452327.000000,16.0000,36.520,,,,1.42000,,451.31860,451.31860,,,,,,JD,,,,,<a refstr=TESKE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..167T target=ref>Teske et al. 2016</a>,2016,<a refstr=TESKE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..167T target=ref>Teske et al. 2016</a>,Ground,Las Campanas Observatory,Multiple Telescopes,Multiple Instruments,3,0,15,12,http://exoplanet.eu/catalog/hd_133131_a_b/,,,HD 133131 A,HIP 73674 A,15.05984701,335.536951,26.535270,231.308602,-10.132717,,19.40,51.55,156.000,-133.700,205.500,156.000,-133.700,205.500,-15.80,4.20,G2 V,4.39,,,-0.306,[Fe/H],9.700,4.0000,,,,,1,0,1,0,0,3,0,,8.400,9.053,,,7.256,6.949,6.895,6.731,6.809,6.104,6.537,,,,,,,,,,,,14,,0.589,,,0.307,0.054,0.361,0.397,0.175,0.277,8
360,HD 133131 A,c,HD 133131 A c,Radial Velocity,2,3568.00000000,4.490000,0.490000,,0.42000,Msini,,,0,0,0,1,15h03m35.45s,225.897705,-27d50m33.3s,-27.842573,47.00,8.400,V (Johnson),8.275,5799.00,0.95,,2016-09-08,0,1,0,0,0,0,9.55000e+01,2452327.000000,100.0000,6.890,,,,0.42000,,133.48860,133.48860,,,,,,JD,,,,,<a refstr=TESKE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..167T target=ref>Teske et al. 2016</a>,2016,<a refstr=TESKE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..167T target=ref>Teske et al. 2016</a>,Ground,Las Campanas Observatory,Multiple Telescopes,Multiple Instruments,3,0,15,12,http://exoplanet.eu/catalog/hd_133131_a_c/,,,HD 133131 A,HIP 73674 A,15.05984701,335.536951,26.535270,231.308602,-10.132717,,19.40,51.55,156.000,-133.700,205.500,156.000,-133.700,205.500,-15.80,4.20,G2 V,4.39,,,-0.306,[Fe/H],9.700,4.0000,,,,,1,0,1,0,0,3,0,,8.400,9.053,,,7.256,6.949,6.895,6.731,6.809,6.104,6.537,,,,,,,,,,,,14,,0.589,,,0.307,0.054,0.361,0.397,0.175,0.277,8
361,HD 133131 B,b,HD 133131 B b,Radial Velocity,1,5769.00000000,6.150000,0.610000,,2.50000,Msini,,,0,0,0,1,15h03m35.81s,225.899200,-27d50m27.6s,-27.840994,47.00,8.420,V (Johnson),8.257,5805.00,0.93,,2016-09-08,0,1,0,0,0,0,1.31000e+02,2450644.000000,103.0000,37.410,,,,2.50000,,794.57500,794.57500,,,,,,JD,,,,,<a refstr=TESKE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..167T target=ref>Teske et al. 2016</a>,2016,<a refstr=TESKE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..167T target=ref>Teske et al. 2016</a>,Ground,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,Carnegie Planet Finder Spectrograph,3,0,15,12,http://exoplanet.eu/catalog/hd_133131_b_b/,,,HD 133131 B,HIP 73674 B,15.05994670,335.539150,26.535880,231.309440,-10.130829,,19.46,51.37,159.000,-139.100,211.200,159.000,-139.100,211.200,-16.50,4.20,G2 V,4.41,,,-0.281,[Fe/H],9.700,7.0000,,,,,1,0,1,0,0,3,0,,8.420,9.031,,,7.255,6.923,6.896,,,,,,,,,,,,,,,,10,,0.618,,,0.332,0.027,0.359,0.394,0.176,0.278,8
362,HD 134987,b,HD 134987 b,Radial Velocity,2,258.17999000,0.810000,0.230000,,1.61000,Msini,,,0,0,0,0,15h13m28.67s,228.369446,-25d18m33.6s,-25.309347,22.20,6.450,V (Johnson),6.286,5736.00,1.10,1.22,2018-09-06,0,1,0,0,0,0,3.65000e+01,,,49.500,,,,1.61000,,511.70630,511.70630,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,1999,<a refstr=VOGT_ET_AL__2000 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2000ApJ...536..902V target=ref> Vogt et al. 2000 </a>,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,75,42,http://exoplanet.eu/catalog/hd_134987_b/,http://exoplanets.org/detail/HD_134987_b,2000-06,HD 134987,HIP 74500,15.22462972,339.186087,27.386414,232.757665,-7.091306,,38.17,26.20,-400.300,-75.200,407.300,-400.300,-75.200,407.300,4.70,4.50,G5 V,4.31,,,0.280,[Fe/H],,2.2000,0.147,-5.090,,,7,0,1,6,0,3,1,,6.450,7.150,6.087,5.755,5.268,5.121,4.882,4.871,4.692,4.908,4.875,,,,,4.937e+00,5.722e+00,,4.540e+00,3.156e+00,1.184e+00,-1.051e+00,33,,0.700,0.710,0.378,0.147,0.239,0.386,0.436,0.256,0.370,19
363,HD 134987,c,HD 134987 c,Radial Velocity,2,5000.00000000,5.800000,0.120000,,0.82000,Msini,,,0,0,0,0,15h13m28.67s,228.369446,-25d18m33.6s,-25.309347,22.20,6.450,V (Johnson),6.286,5736.00,1.10,1.22,2014-05-14,0,1,0,0,0,0,2.61000e+02,2461100.000000,195.0000,,,,,0.82000,,260.00000,260.00000,,,,,,,,,,,<a refstr=JONES_ET_AL__2010 href=http://adsabs.harvard.edu/abs/2010MNRAS.403.1703J target=ref> Jones et al. 2010 </a>,2009,<a refstr=JONES_ET_AL__2010 href=http://adsabs.harvard.edu/abs/2010MNRAS.403.1703J target=ref> Jones et al. 2010 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,56,42,http://exoplanet.eu/catalog/hd_134987_c/,http://exoplanets.org/detail/HD_134987_c,2010-04,HD 134987,HIP 74500,15.22462972,339.186087,27.386414,232.757665,-7.091306,,38.17,26.20,-400.300,-75.200,407.300,-400.300,-75.200,407.300,4.70,4.50,G5 V,4.31,,,0.280,[Fe/H],,2.2000,0.147,-5.090,,,7,0,1,6,0,3,1,,6.450,7.150,6.087,5.755,5.268,5.121,4.882,4.871,4.692,4.908,4.875,,,,,4.937e+00,5.722e+00,,4.540e+00,3.156e+00,1.184e+00,-1.051e+00,33,,0.700,0.710,0.378,0.147,0.239,0.386,0.436,0.256,0.370,19
364,HD 136418,b,HD 136418 b,Radial Velocity,1,464.29999000,1.290000,0.250000,,2.14000,Msini,,,0,0,0,0,15h19m06.18s,229.775757,+41d43m59.5s,41.733208,106.38,7.879,V (Johnson),,4989.00,1.48,3.78,2018-09-06,0,1,0,0,0,0,1.21000e+01,,,44.700,,,,2.14000,,680.15620,680.15620,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2009,<a refstr=JOHNSON_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010PASP..122..701J target=ref> Johnson et al. 2010 </a>,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,29,14,http://exoplanet.eu/catalog/hd_136418_b/,http://exoplanets.org/detail/HD_136418_b,2010-05,HD 136418,HIP 74961,15.31838379,68.487010,56.567369,208.160955,56.864442,9.40,,,-21.700,-181.800,183.100,,,,,4.50,G5,3.45,,,-0.110,[Fe/H],,,,,,,2,0,1,1,0,3,1,,7.879,8.816,,,,,,5.668,5.522,5.621,5.536,,,,,,,,,,,,9,,0.937,,,,,,0.576,0.351,0.397,5
365,HD 137388 A,b,HD 137388 A b,Radial Velocity,1,330.00000000,0.890000,0.360000,,0.20000,Msini,,,0,0,0,0,15h35m39.93s,233.916367,-80d12m16.5s,-80.204590,40.53,8.696,V (Johnson),8.480,5181.00,0.68,0.88,2018-09-06,0,1,0,0,0,0,2.20000e+01,,,7.900,,,,0.20000,,63.56600,63.56600,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2011,<a refstr=DUMUSQUE_ET_AL__2011 href=http://adsabs.harvard.edu/abs/2011A%26A...535A..55D target=ref> Dumusque et al. 2011 </a>,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,3,0,26,15,http://exoplanet.eu/catalog/hd_137388_b/,http://exoplanets.org/detail/HD_137388_b,2011-11,HD 137388 A,HIP 76351,15.59442444,309.743435,-19.582249,259.054595,-58.148125,24.67,24.67,40.53,-49.600,41.100,64.400,-49.600,41.100,64.400,25.80,5.20,K2 IV,4.39,,,0.190,[Fe/H],,4.0000,,,,,1,0,1,0,0,3,0,,8.696,9.590,,,7.230,6.867,6.763,6.657,6.728,6.733,6.715,,,,,,,,,,,,13,,0.894,,,0.363,0.104,0.467,0.516,0.422,0.314,8
366,HD 13908,b,HD 13908 b,Radial Velocity,2,19.38200000,0.154000,0.020000,,0.86500,Msini,,,0,0,0,0,02h18m14.56s,34.560665,+65d35m39.7s,65.594360,79.73,7.508,V (Johnson),7.385,6255.00,1.29,1.67,2014-05-14,0,1,0,0,0,0,1.93000e+00,,185.0000,55.300,,,,0.86500,,274.91000,274.91000,,,,,,,,,,,<a refstr=MOUTOU_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014A%26A...563A..22M target=ref> Moutou et al. 2014 </a>,2013,<a refstr=MOUTOU_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014A%26A...563A..22M target=ref> Moutou et al. 2014 </a>,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3,0,16,12,http://exoplanet.eu/catalog/hd_13908_b/,http://exoplanets.org/detail/HD_13908_b,2014-03,HD 13908,HIP 10743,2.30404434,131.744353,4.218820,59.483210,47.924392,12.54,12.54,79.73,23.000,-39.200,45.400,23.000,-39.200,45.400,15.88,3.80,F8 V,4.11,0.602,,0.010,[Fe/H],2.900,4.2000,,,,,1,0,1,0,0,3,0,,7.508,8.042,,,6.497,6.251,6.210,6.256,6.152,6.237,6.189,,,,,,,,,,,,13,,0.535,,,0.246,0.041,0.287,,,,5
367,HD 13908,c,HD 13908 c,Radial Velocity,2,931.00000000,2.030000,0.120000,,5.13000,Msini,,,0,0,0,0,02h18m14.56s,34.560665,+65d35m39.7s,65.594360,79.73,7.508,V (Johnson),7.385,6255.00,1.29,1.67,2014-05-14,0,1,0,0,0,0,2.55000e+01,,185.0000,90.900,,,,5.13000,,1630.40000,1630.40000,,,,,,,,,,,<a refstr=MOUTOU_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014A%26A...563A..22M target=ref> Moutou et al. 2014 </a>,2013,<a refstr=MOUTOU_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014A%26A...563A..22M target=ref> Moutou et al. 2014 </a>,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3,0,16,12,http://exoplanet.eu/catalog/hd_13908_c/,http://exoplanets.org/detail/HD_13908_c,2014-03,HD 13908,HIP 10743,2.30404434,131.744353,4.218820,59.483210,47.924392,12.54,12.54,79.73,23.000,-39.200,45.400,23.000,-39.200,45.400,15.88,3.80,F8 V,4.11,0.602,,0.010,[Fe/H],2.900,4.2000,,,,,1,0,1,0,0,3,0,,7.508,8.042,,,6.497,6.251,6.210,6.256,6.152,6.237,6.189,,,,,,,,,,,,13,,0.535,,,0.246,0.041,0.287,,,,5
368,HD 13931,b,HD 13931 b,Radial Velocity,1,4218.00000000,5.150000,0.020000,,2.20000,Msini,,,0,0,0,0,02h16m47.38s,34.197414,+43d46m22.8s,43.772995,47.46,7.597,V (Johnson),7.455,5867.00,1.30,1.25,2018-09-06,0,1,0,0,0,0,1.08000e+02,,,23.300,,,,2.20000,,699.22600,699.22600,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2009,<a refstr=HOWARD_ET_AL__2010 href=http://adsabs.harvard.edu/abs/2010ApJ...721.1467H target=ref> Howard et al. 2010 </a>,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,34,19,http://exoplanet.eu/catalog/hd_13931_b/,http://exoplanets.org/detail/HD_13931_b,2010-10,HD 13931,HIP 10626,2.27982763,138.831694,-16.447877,47.313883,28.247457,21.07,21.07,47.46,98.800,-183.600,208.500,98.800,-183.600,208.500,30.30,4.00,G0,4.36,,,0.050,[Fe/H],,2.0000,0.154,-5.030,,,1,0,1,0,0,3,2,,7.597,8.238,,,6.452,6.234,6.139,6.045,6.026,6.126,6.123,,,,,,,,,,,,13,,0.642,,,0.218,0.095,0.313,,,,5
369,HD 139357,b,HD 139357 b,Radial Velocity,1,1125.70000000,2.360000,0.100000,,9.76000,Msini,,,0,0,0,0,15h35m16.20s,233.817490,+53d55m19.7s,53.922142,112.45,5.964,V (Johnson),5.612,4700.00,1.35,11.47,2014-05-14,0,1,0,0,0,0,2.10000e+01,2452466.700000,235.4000,,,,,9.76000,,3101.89000,3101.89000,,,,,,,,,,,<a refstr=DOELLINGER_ET_AL__2009 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...499..935D target=ref> Doellinger et al. 2009 </a>,2008,<a refstr=DOELLINGER_ET_AL__2009 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...499..935D target=ref> Doellinger et al. 2009 </a>,Ground,Thueringer Landessternwarte Tautenburg,2.0 m Alfred Jensch Telescope,Coude Echelle Spectrograph,3,0,21,14,http://exoplanet.eu/catalog/hd_139357_b/,http://exoplanets.org/detail/HD_139357_b,2009-06,HD 139357,HIP 76311,15.58783264,86.159535,49.847437,198.244222,68.527507,8.89,8.89,112.45,-18.800,1.800,18.800,-18.800,1.800,18.800,-8.04,5.00,K0,2.90,,,-0.130,[Fe/H],3.070,,,,,,2,0,1,1,0,3,0,,5.964,7.160,,,4.180,3.593,3.406,3.343,3.076,3.323,3.257,,,,,,,,2.873e+00,2.880e+00,1.184e+00,-9.160e-01,17,,1.196,,,0.587,0.187,0.774,,,,5
370,HD 14067,b,HD 14067 b,Radial Velocity,1,1455.00000000,3.400000,0.533000,,7.80000,Msini,,,0,0,0,0,02h17m10.44s,34.293499,+23d46m04.2s,23.767832,163.40,6.530,V (Johnson),6.233,4815.00,2.40,12.40,2014-09-25,0,1,0,0,0,0,2.08000e+01,2451443.000000,109.9000,92.200,,,,7.80000,,2479.00000,2479.00000,,,,,,,,,,,<a refstr=WANG_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014PASJ...66..118W target=ref>Wang et al. 2014</a>,2014,<a refstr=WANG_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014PASJ...66..118W target=ref>Wang et al. 2014</a>,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3,0,24,14,http://exoplanet.eu/catalog/hd_14067_b/,,2014-12,HD 14067,HIP 10657,2.28623327,147.046218,-35.057357,39.954411,9.477614,6.12,7.01,142.60,-32.100,-41.000,52.100,-32.100,-41.000,52.100,-11.54,4.90,G9 III,2.61,1.898,,-0.100,[Fe/H],0.690,1.0000,,,,,1,0,1,0,0,3,0,,6.530,7.555,,,4.718,4.448,4.097,,,,,,,,,,,,3.638e+00,3.311e+00,1.184e+00,-9.160e-01,15,,1.025,,,0.270,0.351,0.621,,,,6
371,HD 141399,b,HD 141399 b,Radial Velocity,4,94.44000000,0.415000,0.040000,,0.45100,Msini,,,0,0,0,0,15h46m53.81s,236.724228,+46d59m10.5s,46.986263,36.20,7.200,V (Johnson),7.009,5600.00,1.07,,2016-02-25,0,1,0,0,0,0,1.15000e+01,2456998.000000,-90.0000,19.230,,,,0.45100,,143.34133,143.34133,,,,,,BJD,,,,,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...588A.145H target=ref>H&eacute;brard et al. 2016</a>,2014,<a refstr=VOGT_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...787...97V target=ref>Vogt et al. 2014</a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,26,16,http://exoplanet.eu/catalog/hd_141399_b/,,2014-06,HD 141399,HIP 77301,15.78161519,74.988441,50.456045,211.837925,63.859421,27.65,26.99,37.06,-108.400,6.200,108.500,-108.400,6.200,108.500,-21.55,5.00,K0,4.28,,,0.350,[Fe/H],,2.9000,0.137,-5.170,,,1,0,1,0,0,3,3,,7.200,7.952,,,5.890,5.598,5.499,5.467,5.379,5.515,5.470,,,,,,,,5.259e+00,3.575e+00,1.184e+00,-1.808e+00,19,,0.730,,,0.292,0.099,0.391,,,,7
